RNC,Zone,Issue,Date,,,,
Q321013298-1,34,9,8,,,,
Q321013298-2,34,9,8,,,,
Q321013298-3,34,9,8,,,,
Q321013300-1,34,One-Off,8,,,,
Q321013302-1,34,9,8,,,,
Q321013314-1,34,9,8,,,,
Q321013314-2,34,9,8,,,,
Q321013286-1,4,6,8,,,,
Q321013289-1,4,1,8,,,,
Q321013291-1,4,2,8,,,,
Q321013295-1,4,5,8,,,,
Q321013297-1,4,1,8,,,,
Q321013304-1,4,1,8,,,,
Q321013304-2,4,1,8,,,,
Q321013306-1,4,6,8,,,,
Q321013381-1,32,5,8,,,,
Q321013371-1,34,One-Off,8,,,,
Q321013400-1,31,One-Off,8,,,,
Q321013407-1,5,One-Off,8,,,,
Q321013421-1,34,2,8,,,,
Q321013421-2,34,2,8,,,,
Q321013421-3,34,2,8,,,,
Q321013421-4,34,2,8,,,,
Q321013421-5,34,2,8,,,,
Q321013423-1,34,2,8,,,,
Q321013557-1,34,6,8,,,,
Q321013560-1,33,3,8,,,,
Q321013604-1,1,2,8,,,,
Q321013656-1,32,7,8,,,,
Q321013657-1,32,7,8,,,,
Q321013658-1,32,7,8,,,,
Q321013618-1,33,1,8,,,,
Q321013646-1,33,One-Off,8,,,,
Q321013746-1,2,One-Off,8,,,,
Q321013791-1,31,One-Off,8,,,,
Q321013792-1,31,One-Off,8,,,,
Q321013793-1,31,One-Off,8,,,,
Q321013794-1,31,One-Off,8,,,,
Q321013795-1,31,One-Off,8,,,,
Q321013796-1,31,One-Off,8,,,,
Q321013797-1,31,One-Off,8,,,,
Q321013729-1,33,One-Off,8,,,,
Q321013729-2,33,4,8,,,,
Q321013763-1,33,3,8,,,,
Q321013777-1,33,2,8,,,,
Q321013725-1,34,One-Off,8,,,,
Q321013727-1,34,One-Off,8,,,,
Q321013727-2,34,3,8,,,,
Q321013759-1,34,3,8,,,,
Q321013788-1,34,9,8,,,,
Q321013715-1,4,6,8,,,,
Q321013716-1,4,5,8,,,,
Q321013717-1,4,1,8,,,,
Q321013718-1,4,6,8,,,,
Q321013719-1,4,1,8,,,,
Q321013719-2,4,1,8,,,,
Q321013728-1,4,1,8,,,,
Q321013783-1,5,One-Off,8,,,,
Q321013783-2,5,One-Off,8,,,,
Q321013783-3,5,One-Off,8,,,,
Q321013840-1,31,10,8,,,,
Q321013842-1,31,10,8,,,,
Q321013843-1,31,10,8,,,,
Q321013849-1,31,One-Off,8,,,,
Q321013837-1,32,3,8,,,,
Q321013809-1,33,4,8,,,,
Q321013809-2,33,4,8,,,,
Q321013725-3,34,4,8,,,,
Q321013725-4,34,4,8,,,,
Q321013865-1,1,1,8,,,,
Q321013894-1,31,5,8,,,,
Q321013725-5,34,1,8,,,,
Q321013725-6,34,One-Off,8,,,,
Q321013727-3,34,1,8,,,,
Q321013884-1,34,One-Off,8,,,,
Q321013949-1,MTS,5,8,,,,
Q321013958-1,31,One-Off,8,,,,
Q321013952-1,34,One-Off,8,,,,
Q321013916-1,4,4,8,,,,
Q321013927-1,4,One-Off,8,,,,
Q321013946-1,4,One-Off,8,,,,
Q321013947-1,4,One-Off,8,,,,
Q321013953-1,4,One-Off,8,,,,
Q321014015-1,1,2,8,,,,
Q321014015-2,1,2,8,,,,
Q321014018-1,33,2,8,,,,
Q321013996-1,34,2,8,,,,
Q321013996-2,34,2,8,,,,
Q321013996-3,34,2,8,,,,
Q321013996-4,34,2,8,,,,
Q321013996-5,34,2,8,,,,
Q321014001-1,34,2,8,,,,
Q321013991-1,4,2,8,,,,
Q321014072-1,33,1,8,,,,
Q321014072-2,33,1,8,,,,
Q321014053-1,34,One-Off,8,,,,
Q321014055-1,4,One-Off,8,,,,
Q321014074-1,4,3,8,,,,
Q321014111-1,MTS,3,8,,,,
Q321014113-1,MTS,3,8,,,,
Q321014114-1,MTS,3,8,,,,
Q321014092-1,34,One-Off,8,,,,
Q321014096-2,34,4,8,,,,
Q321014096-3,34,1,8,,,,
Q321014096-4,34,3,8,,,,
Q321014099-1,34,1,8,,,,
Q321014099-2,34,4,8,,,,
Q321014099-3,34,4,8,,,,
Q321014128-1,34,3,8,,,,
Q321014072-3,33,1,8,,,,
Q321014157-1,33,One-Off,8,,,,
Q321014165-1,33,3,8,,,,
Q321014177-1,33,7,8,,,,
Q321014177-2,33,7,8,,,,
Q321014096-5,34,1,8,,,,
Q321014147-1,34,One-Off,8,,,,
Q321014149-1,34,One-Off,8,,,,
Q321014175-1,34,9,8,,,,
Q321014175-2,34,9,8,,,,
Q321014188-1,34,9,8,,,,
Q321014188-2,34,9,8,,,,
Q321014188-3,34,9,8,,,,
Q321014189-1,34,9,8,,,,
Q321014160-1,4,One-Off,8,,,,
Q321014200-1,4,One-Off,8,,,,
Q321014228-1,31,One-Off,8,,,,
Q321014247-1,31,1,8,,,,
Q321014268-1,31,One-Off,8,,,,
Q321014229-1,4,One-Off,8,,,,
Q321014249-1,4,One-Off,8,,,,
Q321014361-1,1,1,8,,,,
Q321014358-1,2,1,8,,,,
Q321014329-1,31,One-Off,8,,,,
Q321014347-1,31,One-Off,8,,,,
Q321014351-1,31,One-Off,8,,,,
Q321014295-1,32,4,8,,,,
Q321014296-1,32,4,8,,,,
Q321014297-1,32,4,8,,,,
Q321014298-1,32,4,8,,,,
Q321014299-1,32,4,8,,,,
Q321014300-1,32,4,8,,,,
Q321014301-1,32,4,8,,,,
Q321014302-1,32,4,8,,,,
Q321014303-1,32,4,8,,,,
Q321014319-1,33,One-Off,8,,,,
Q321014319-2,33,One-Off,8,,,,
Q421014324-1,33,One-Off,8,,,,
Q321014285-1,34,One-Off,8,,,,
Q321014286-1,34,One-Off,8,,,,
Q321014287-1,34,One-Off,8,,,,
Q321014288-1,34,One-Off,8,,,,
Q321014289-1,34,One-Off,8,,,,
Q321014310-1,4,6,8,,,,
Q321014311-1,4,7,8,,,,
Q321014311-2,4,7,8,,,,
Q321014312-1,4,1,8,,,,
Q321014314-1,4,6,8,,,,
Q321014315-1,4,1,8,,,,
Q321014315-2,4,1,8,,,,
Q321014318-1,4,1,8,,,,
Q321014355-1,4,One-Off,8,,,,
Q321014374-1,33,6,8,,,,
Q321014369-1,34,4,8,,,,
Q321014406-1,MTS,4,8,,,,
Q321014410-1,MTS,5,8,,,,
Q321014404-1,31,One-Off,8,,,,
Q321014398-1,32,3,8,,,,
Q321014464-1,2,One-Off,8,,,,
Q321014487-1,2,One-Off,8,,,,
Q321014494-1,31,9,8,,,,
Q321014497-1,31,One-Off,8,,,,
Q421014451-1,33,One-Off,8,,,,
Q321014490-1,4,One-Off,8,,,,
Q321014496-1,4,One-Off,8,,,,
Q321014496-2,4,One-Off,8,,,,
Q321014487-2,2,One-Off,8,,,,
Q321014551-1,2,One-Off,8,,,,
Q321014560-1,31,One-Off,8,,,,
Q321014539-2,33,1,8,,,,
Q321014568-1,33,One-Off,8,,,,
Q321014568-2,33,One-Off,8,,,,
Q321014533-1,4,One-Off,8,,,,
Q321014652-1,2,One-Off,8,,,,
Q321014635-1,31,10,8,,,,
Q321014641-1,31,10,8,,,,
Q321014642-1,31,10,8,,,,
Q321014643-1,31,10,8,,,,
Q321014620-1,34,2,8,,,,
Q321014620-2,34,2,8,,,,
Q321014620-5,34,2,8,,,,
Q321014620-7,34,2,8,,,,
Q321014620-8,34,2,8,,,,
Q321014631-1,34,2,8,,,,
Q321014637-1,4,One-Off,8,,,,
Q321014637-2,4,One-Off,8,,,,
Q321014694-1,32,3,8,,,,
Q321014612-3,34,One-Off,8,,,,
Q321014672-2,34,1,8,,,,
Q321014675-2,34,One-Off,8,,,,
Q321014677-1,34,4,8,,,,
Q321014677-2,34,One-Off,8,,,,
Q321014677-3,34,One-Off,8,,,,
Q321014677-4,34,1,8,,,,
Q321014677-5,34,1,8,,,,
Q321014684-1,34,9,8,,,,
Q321014709-1,34,9,8,,,,
Q321014712-1,34,9,8,,,,
Q321014713-1,34,9,8,,,,
